binary,complex
"[0, 1, 0, 1]",(-0.6950264005378405-0.4500458266135219j)
"[0, 0, 1, 1]",(-3.322736174355253+0.9624160037761278j)
"[1, 0, 0, 0]",(2.983468472231928-3.170866228777809j)
"[1, 1, 1, 0]",(-0.021231345747074748+3.457600728452724j)
"[0, 0, 1, 0]",(-3.6656859174391565+2.6041245581054278j)
"[1, 1, 1, 1]",(0.3268568670891714+0.7884974638526235j)
"[0, 1, 1, 0]",(-0.8079245046585063+3.1885158538234992j)
"[0, 1, 0, 0]",(-0.6551580544399175-3.5307126885507865j)
"[0, 1, 1, 0]",(-2.22132431308004+2.923350683252769j)
"[1, 0, 1, 1]",(2.8373964608734354+0.8184655162949961j)
"[1, 1, 1, 0]",(0.15811171950558967+3.203606940194115j)
"[1, 0, 0, 0]",(3.5018998713182845-3.1988692210739833j)
"[1, 0, 0, 0]",(2.8696323574087144-3.0248571403584j)
"[0, 0, 1, 0]",(-3.1841246109134667+2.590672328635087j)
"[0, 0, 0, 1]",(-2.686486776003662-0.7460717226659215j)
"[1, 1, 1, 1]",(1.5728838135805212+1.0875403720685628j)
"[1, 1, 1, 0]",(0.8660485552603087+2.4979363020345184j)
"[0, 1, 1, 0]",(-0.75646364570509+3.3868065273701786j)
"[0, 1, 1, 0]",(-1.2949826250573704+2.4832724662385943j)
"[1, 1, 0, 1]",(1.3807388591700893-0.8542795506910181j)
"[0, 0, 0, 0]",(-3.340885911184086-3.1310139399544767j)
"[0, 0, 1, 1]",(-2.8521433358094574+1.2041004621214573j)
"[1, 1, 1, 1]",(0.5832108541489304+1.3564808990999973j)
"[1, 1, 1, 0]",(1.5686212673907591+3.3971427844243167j)
"[1, 1, 0, 0]",(0.9192304132956425-3.5905251011748414j)
"[0, 0, 1, 0]",(-2.1381124545088595+2.634830516147046j)
"[0, 1, 1, 0]",(-0.5614634464713475+3.1990624113578843j)
"[0, 0, 1, 0]",(-3.2661954229084227+2.856961841286054j)
"[1, 0, 0, 0]",(3.10601004000153-2.938112541327512j)
"[1, 0, 1, 0]",(2.5017186244163745+3.1203575469788762j)
"[0, 0, 0, 0]",(-2.736655277932129-2.656214424514195j)
"[0, 1, 1, 0]",(-1.2215692164049183+2.9038776090365612j)
"[0, 0, 1, 0]",(-3.169227520204262+3.209497721088396j)
"[0, 0, 1, 0]",(-2.9288800266439114+2.581707866568256j)
"[0, 1, 0, 1]",(-0.8706945817743691-1.746477026798619j)
"[1, 0, 1, 0]",(3.51490404405278+3.094728852521566j)
"[0, 1, 0, 1]",(-0.7384363709043559-0.6149596124588943j)
"[0, 0, 0, 0]",(-2.5422292362767815-2.3917923172152986j)
"[1, 1, 1, 1]",(0.7868476082940528+1.108372588657949j)
"[1, 0, 1, 0]",(3.501192583828815+2.615831596085245j)
"[0, 1, 1, 1]",(-0.8405878080666292+1.1269036395300096j)
"[1, 1, 1, 0]",(0.9094010288081376+2.682367104305291j)
"[0, 1, 1, 0]",(-1.1193333789388633+3.600970114668237j)
"[0, 0, 1, 0]",(-2.7948580308469806+3.386130681799172j)
"[1, 0, 1, 0]",(2.915840803350215+2.826451243594744j)
"[0, 1, 0, 1]",(-1.0250736268810037-0.9777124160763103j)
"[1, 0, 0, 1]",(2.812417061326986-0.39268109951081787j)
"[0, 0, 1, 0]",(-3.7618929488706514+3.235907292028132j)
"[1, 1, 0, 0]",(0.343015494284599-2.6476384377339053j)
"[1, 0, 1, 1]",(3.3665899922590414+1.2971581388774984j)
"[0, 0, 0, 0]",(-2.878032013131852-3.109184635888106j)
"[1, 0, 0, 1]",(2.4458274206608275-0.7894867177279933j)
"[0, 0, 0, 0]",(-3.150948227951036-2.949944253449132j)
"[0, 1, 1, 1]",(-0.7850557737328796+0.4914593499083907j)
"[1, 1, 0, 0]",(1.2972760155287204-2.515736653396748j)
"[1, 1, 1, 0]",(1.232085240653203+2.622707681309068j)
"[1, 1, 1, 1]",(0.8624007245612224+1.1324293811334092j)
"[1, 0, 1, 1]",(3.1341163433730994+1.4911417732417551j)
"[1, 0, 0, 1]",(2.623669370762342-0.5122879092829695j)
"[1, 0, 1, 0]",(3.459830139629912+2.2286484502116584j)
"[1, 0, 1, 0]",(3.4033552052349685+2.1712157137491657j)
"[0, 0, 0, 0]",(-3.055348379918411-3.46436180761617j)
"[0, 0, 0, 0]",(-2.7696114229266273-3.137547080482011j)
"[0, 0, 0, 1]",(-2.9137077100414666-1.2331880149716017j)
"[0, 1, 1, 0]",(-0.8244781880999192+2.7634393386492024j)
"[0, 1, 1, 0]",(-1.8410297300616694+3.2691687130837095j)
"[0, 0, 1, 1]",(-3.507856224457148+0.9531679733355649j)
"[0, 0, 1, 1]",(-2.6758582783625107+1.7657512320155582j)
"[0, 0, 0, 1]",(-2.47594113300893-1.0750038514123557j)
"[0, 0, 1, 0]",(-3.102395206398709+2.6202721245995777j)
"[0, 1, 0, 1]",(-0.1259365022701736-0.18206785024071004j)
"[0, 0, 0, 1]",(-3.754280537125335-1.1609324884508978j)
"[0, 1, 0, 1]",(-0.8390332092952256-0.3633731096295334j)
"[0, 0, 1, 0]",(-3.036416326250042+2.361435967267819j)
"[0, 0, 1, 0]",(-3.006853085616709+2.9632391669352462j)
"[0, 1, 1, 0]",(-0.2281475307691253+2.6347263639352803j)
"[0, 0, 1, 0]",(-2.9671680704417636+3.2771386410784604j)
"[0, 1, 1, 0]",(-0.7352555271991075+4.186237867651961j)
"[0, 0, 0, 0]",(-2.892542451907899-2.5411234270884515j)
"[0, 0, 0, 0]",(-3.0229840439852125-3.0906218863916504j)
"[1, 1, 1, 1]",(1.144683485534642+0.8900987131784492j)
"[0, 1, 1, 0]",(-1.0903753111837802+3.088019818275157j)
"[0, 0, 0, 1]",(-2.777527584210453-1.621052838766585j)
"[1, 1, 0, 0]",(0.7305371775776768-3.316934524575606j)
"[0, 0, 1, 1]",(-2.8776033678154613+2.069556115679381j)
"[0, 0, 0, 0]",(-3.0032397403903164-3.251091502631562j)
"[1, 1, 0, 0]",(0.5319995166910408-3.003235986109464j)
"[0, 1, 1, 0]",(-0.8228932593476177+3.4168236360385533j)
"[0, 1, 0, 0]",(-1.3755928134531268-2.8644278747908465j)
"[1, 1, 0, 0]",(1.2966198529474247-2.7727153145723427j)
"[0, 0, 1, 0]",(-3.3574228335507654+2.992291057361341j)
"[1, 1, 0, 1]",(1.0470594049438182-1.5486355172934263j)
"[1, 0, 0, 1]",(2.9793792408816495-0.9392724634945182j)
"[0, 0, 0, 1]",(-3.192990055368233-0.6298592631909732j)
"[1, 1, 0, 0]",(1.5429445990311486-2.8012843308010975j)
"[0, 0, 1, 1]",(-2.8966017593990157+0.7527816449234411j)
"[0, 1, 1, 0]",(-2.020692697889456+2.5718079793266146j)
"[1, 0, 0, 1]",(3.6954152243030682-0.3659509711247003j)
"[0, 0, 0, 1]",(-2.8595325989916396-0.22444006446268783j)
"[1, 0, 0, 0]",(3.0740245304592757-2.7351360945363825j)
"[0, 1, 0, 0]",(-1.261665762849938-3.191374918298236j)
"[1, 1, 1, 0]",(1.082127478751614+3.455789022898228j)
"[0, 1, 0, 0]",(-1.0268085875102322-3.443711297823927j)
"[1, 1, 1, 0]",(0.8087425863130147+2.7013274758707997j)
"[0, 1, 1, 1]",(-1.2939367201694065+1.2456153130761756j)
"[0, 1, 0, 0]",(-0.7885132685954592-2.45668401793138j)
"[1, 1, 0, 1]",(1.4312008697255247-1.0308876800215865j)
"[0, 0, 0, 1]",(-2.146511823902004-2.0588482053805484j)
"[1, 0, 1, 1]",(2.8223533600323196+0.2109876082473192j)
"[1, 1, 1, 1]",(1.1127168903103406+0.8645433897601955j)
"[1, 0, 0, 0]",(2.8511662986491615-2.728468651005015j)
"[1, 1, 1, 0]",(0.7604151789519065+3.1973750089162727j)
"[1, 0, 0, 1]",(2.4464643770024703-1.7478492211837207j)
"[1, 0, 0, 1]",(3.110481459015354-0.5287102441648964j)
"[0, 1, 0, 1]",(-1.2568028041150663-0.9749823578922323j)
"[1, 0, 1, 1]",(3.540015473130688+0.3226818290055702j)
"[1, 1, 0, 0]",(1.116959684479021-2.76634100432682j)
"[1, 0, 1, 0]",(2.693564160323536+3.213964144542094j)
"[1, 1, 1, 1]",(0.9868162091524926+0.7155150921463157j)
"[1, 1, 0, 0]",(0.5286422616830219-2.9980111462973564j)
"[1, 1, 1, 0]",(1.3073950512619092+2.8063160543146175j)
"[0, 1, 1, 1]",(-0.9501687269981641+1.2727869519829722j)
"[0, 0, 1, 0]",(-3.162601926986456+3.3503799583996017j)
"[0, 1, 0, 1]",(-1.1526089308512484-1.5420244399702554j)
"[0, 1, 0, 1]",(-1.2203318763044626-0.7922443425948239j)
"[0, 1, 1, 0]",(-1.2633594235741483+3.8661878347006997j)
"[1, 1, 0, 1]",(1.2347794654079067-0.4756366452787336j)
"[1, 1, 0, 1]",(1.0201556941352714-0.556660339969048j)
"[0, 0, 0, 0]",(-2.888310198873413-2.7004479469782177j)
"[1, 1, 1, 1]",(0.5282565730330013+1.422031087501309j)
"[1, 1, 1, 1]",(0.7292943387299419+1.8304161959345708j)
"[1, 0, 1, 1]",(3.285323952705291+1.4750376881154876j)
"[1, 0, 0, 1]",(2.581146410327475-0.9621347711035895j)
"[0, 1, 1, 0]",(-1.7270579285089886+2.9954080117847277j)
"[0, 0, 0, 0]",(-3.0955028156015922-3.4154757084006055j)
"[1, 0, 0, 1]",(3.058837273808304-0.4923083214402342j)
"[0, 1, 1, 0]",(-1.8085508343912968+2.669952165098985j)
"[1, 0, 1, 1]",(3.401215823667332+0.9223791963692227j)
"[0, 0, 0, 1]",(-3.7006428045039774-0.762632690187186j)
"[1, 0, 1, 1]",(2.523395165754968+0.8670133454669071j)
"[1, 0, 0, 0]",(3.123961265004424-2.7800654403530043j)
"[0, 1, 0, 1]",(-0.36620030530001535-0.5224495401894222j)
"[1, 0, 1, 1]",(2.585639132033573-0.024138389229142687j)
"[0, 1, 1, 1]",(-0.8513176131528473+0.8733273120642544j)
"[0, 0, 0, 0]",(-3.136838177514246-2.231366813422759j)
"[0, 0, 1, 1]",(-3.226745788646473+1.1241855297015237j)
"[0, 1, 0, 1]",(-1.262182448614276-0.621031772378035j)
"[0, 1, 0, 1]",(-1.0019049027172813-1.152538793703684j)
"[1, 0, 0, 0]",(3.662495658662583-3.4099359463876278j)
"[1, 0, 1, 1]",(2.8982152573056683+0.7665363365097326j)
"[1, 0, 1, 1]",(2.6178079495983866+0.49334755171447353j)
"[0, 1, 1, 1]",(-0.8008241307934261+1.1163435085063171j)
"[1, 0, 0, 0]",(3.1893326049996307-3.0605106724408393j)
"[1, 0, 0, 0]",(3.3918164778656266-3.339734913829762j)
"[1, 1, 1, 0]",(0.7482219940501216+3.222681158581973j)
"[1, 0, 1, 1]",(3.085268536755756+0.4430703832901485j)
"[0, 0, 1, 0]",(-3.6664363234219124+2.7783596075506254j)
"[0, 1, 1, 1]",(-0.6960933258902344+0.9239488034253772j)
"[1, 1, 0, 1]",(1.2716033710574606-0.4834375624400864j)
"[1, 1, 0, 0]",(0.2693379244433983-3.147036683925667j)
"[0, 1, 0, 1]",(-0.9847171487455186-1.1991551429375673j)
"[0, 1, 1, 0]",(-0.5013849626045659+3.451581980949363j)
"[0, 0, 1, 1]",(-2.862087772313584+1.5879292145165105j)
"[0, 1, 1, 1]",(-1.670374388814432+1.1075727902184267j)
"[1, 1, 0, 0]",(0.5535332879597267-3.918592989889869j)
"[0, 0, 0, 0]",(-2.9049628538783447-2.9971336159814834j)
"[0, 0, 1, 1]",(-2.861879708458134+0.7669021967302481j)
"[1, 0, 0, 0]",(2.971979534535877-3.3667207544859377j)
"[1, 1, 1, 1]",(1.0099596741757022+1.374250148833429j)
"[0, 1, 0, 1]",(-0.6759175256438714-0.3095723558725939j)
"[1, 0, 1, 0]",(2.7491374712306804+3.066819629172513j)
"[0, 0, 1, 0]",(-3.149653322156149+3.0124342341158195j)
"[1, 1, 0, 1]",(1.211655314350054-1.2119577287034422j)
"[0, 0, 0, 0]",(-2.7528357694175076-3.3982507151187025j)
"[0, 1, 0, 0]",(-1.3174706543186752-3.3654713780817125j)
"[1, 0, 1, 0]",(3.3482409456900264+2.7718939862680565j)
"[1, 0, 0, 0]",(2.626266209365677-3.6721586317198924j)
"[0, 0, 0, 0]",(-3.4251424701755435-3.2027470875822406j)
"[0, 0, 1, 0]",(-2.7537085633533542+3.1882107927753953j)
"[1, 1, 1, 0]",(0.6142186163832477+2.8394409080204452j)
"[0, 1, 1, 0]",(-0.7855427612593798+2.619582720946437j)
"[1, 0, 1, 0]",(3.1072352759979647+3.284989239376805j)
"[1, 0, 1, 1]",(3.142402151148181+0.7649587949033188j)
"[1, 0, 0, 1]",(3.1841315857229953-0.6623870336699893j)
"[0, 1, 0, 1]",(-0.8436645080314672-0.9262219093657691j)
"[0, 0, 1, 0]",(-2.5311369536959742+3.4008544514460315j)
"[0, 1, 1, 1]",(-0.6798089407905535+0.951816568605969j)
"[0, 1, 0, 0]",(-0.6795170943615461-2.689049929279558j)
"[1, 0, 1, 1]",(3.2787245913903944+1.0185141788708167j)
"[1, 0, 1, 0]",(2.8603300949066286+3.0494761067964955j)
"[1, 1, 1, 0]",(0.7777261674623253+3.058261504907235j)
"[1, 1, 0, 1]",(0.9923110254528241-1.0428698440443391j)
"[1, 1, 0, 0]",(0.5916939009150435-2.528665840781821j)
"[0, 0, 0, 1]",(-3.246530272696138-1.5506977569931812j)
"[1, 0, 0, 1]",(3.502635696932858-0.9385713546140865j)
"[0, 1, 1, 0]",(-1.1078239203721505+3.1617854614706125j)
"[1, 0, 0, 1]",(3.2217997578882738-1.387875858125787j)
"[1, 0, 0, 0]",(4.107012297087612-3.3183693705827713j)
"[0, 0, 1, 1]",(-2.6400087518942947+0.9524672544972782j)
"[1, 1, 0, 1]",(1.0240723498478626-0.596321866885831j)
"[0, 1, 0, 1]",(-1.056200032834887-1.3393690005284093j)
"[1, 1, 0, 0]",(1.4698970976458865-2.6706079417081567j)
"[1, 0, 1, 1]",(2.9007392966835477+1.066299749714241j)
"[0, 0, 1, 0]",(-3.324252968563088+2.8773221481188056j)
"[0, 0, 0, 0]",(-2.885647311195406-3.404438843808209j)
"[1, 0, 1, 1]",(3.364982578107242+0.7729943003072209j)
"[1, 1, 0, 0]",(0.9726576989239727-2.877646020980978j)
"[1, 0, 1, 0]",(2.749890125667577+2.9459144087997235j)
"[0, 1, 1, 1]",(-1.0445282600924517+1.0810246676779194j)
"[0, 1, 0, 1]",(-0.6253971370296207-0.6907832327271586j)
"[1, 1, 1, 1]",(1.2637449102755296+1.1977826382536085j)
"[1, 0, 0, 0]",(3.0979278592023762-2.8386698277395084j)
"[0, 0, 1, 0]",(-2.6442019974684423+3.413045395704529j)
"[1, 1, 1, 1]",(0.36300264032270446+0.8470819008790118j)
"[1, 1, 0, 1]",(0.6487761363717747-1.3196545415965786j)
"[0, 1, 0, 1]",(-0.9482270716248415-0.8748777423754533j)
"[1, 0, 0, 1]",(2.7360413554598435-1.2214858875153312j)
"[1, 1, 0, 1]",(0.2648230122079297-1.0387644021906655j)
"[0, 1, 1, 0]",(-0.4716170563943989+3.039835552754643j)
"[1, 0, 0, 0]",(3.9065405447822203-3.0269011545799396j)
"[1, 1, 0, 1]",(1.3359278369914775-0.4073083859510329j)
"[0, 1, 0, 1]",(-1.2762629415003657-0.2310869133736182j)
"[1, 0, 0, 0]",(2.4340918529690247-2.742295078569977j)
"[0, 0, 0, 1]",(-2.9345886570181747-1.4720650335067276j)
"[0, 1, 0, 0]",(-1.2199900472811502-3.2909331026360586j)
"[1, 1, 0, 1]",(1.544753054722607-1.1625883377229187j)
"[0, 1, 1, 1]",(-1.231693092914942+1.3329243150945018j)
"[0, 0, 1, 1]",(-3.4086272652509426+1.0085152292701212j)
"[0, 1, 0, 0]",(-0.6142186383117189-2.9621163759975313j)
"[0, 0, 0, 1]",(-2.7365372600421645-0.607404102482264j)
"[0, 0, 1, 1]",(-3.320552311182209+1.0057024025820747j)
"[0, 0, 0, 1]",(-2.559176477464194-1.2865783032658566j)
"[0, 0, 0, 0]",(-2.3162151921666108-2.392384256183375j)
"[0, 1, 0, 1]",(-1.7909596469422988-0.7185512639303254j)
"[0, 1, 1, 0]",(-0.7580650521066348+2.634059839533418j)
"[1, 1, 1, 1]",(0.8444145915036283+1.2503134813399013j)
"[0, 0, 0, 1]",(-3.049274342761383-1.0052189897318398j)
"[0, 1, 0, 0]",(-0.9119133715305138-2.668155616677219j)
"[0, 0, 0, 0]",(-3.0421350531773568-2.626363579605508j)
"[1, 1, 0, 0]",(1.1194974818850385-3.6765235346262255j)
"[1, 1, 0, 1]",(1.061397005938417-1.853570612290988j)
"[1, 1, 1, 1]",(1.245717611400937+0.9635585420000724j)
"[0, 0, 1, 0]",(-2.745338525444292+3.06909077720993j)
"[0, 1, 1, 0]",(-1.348272720835789+3.296544410006875j)
"[0, 0, 1, 0]",(-2.446128021631319+3.6715747310557725j)
"[1, 0, 0, 1]",(3.0659423705010753-1.1308440607077532j)
"[0, 1, 0, 0]",(-0.7584915157712168-2.5325409276287947j)
"[0, 1, 0, 1]",(-1.0863695279850216-0.5795234576957602j)
"[0, 1, 0, 0]",(-0.9730638792274577-3.387337484508265j)
"[1, 0, 0, 0]",(3.2804722733394716-3.191575423152805j)
"[1, 0, 1, 1]",(2.2626894104869026+0.824789506204656j)
"[1, 1, 1, 1]",(0.8472082216764447+0.7243186460557963j)
"[0, 1, 0, 1]",(-0.7474676844341093-0.4008128613156048j)
"[1, 0, 0, 0]",(3.4970403023359444-3.768420370129588j)
"[1, 0, 0, 1]",(2.6609065603769118-1.084943817401892j)
"[0, 1, 0, 1]",(-0.5770832490415083-0.8035130639663007j)
"[1, 1, 0, 0]",(0.8309254166344879-3.3378778186455j)
"[1, 1, 1, 0]",(1.4606444622143875+3.0606535066669394j)
"[1, 1, 1, 0]",(1.3539616012521003+3.3027474007893525j)
"[0, 1, 0, 0]",(-0.5725752459323556-3.136092660577711j)
"[0, 0, 1, 1]",(-2.646047398711744+0.568257528087625j)
"[1, 1, 1, 1]",(1.6083742889040296+1.575059699838857j)
"[0, 0, 0, 0]",(-2.633185785950399-3.135077042260707j)
"[1, 1, 0, 1]",(0.19040182093366542-1.1196797102981553j)
"[1, 1, 0, 1]",(0.8064866509656425-1.5115311649175467j)
"[0, 1, 1, 1]",(-1.0328978510524671+0.9405318943318728j)
"[1, 0, 1, 1]",(2.9073938424946064+1.019631175801314j)
"[0, 1, 1, 1]",(-1.171155487345967+0.8340584057495413j)
"[1, 0, 1, 0]",(3.3689169337802554+3.7225854271118424j)
"[0, 0, 1, 1]",(-2.608693459596418+0.9799426004875496j)
"[1, 1, 1, 0]",(0.4022487291376384+2.577848731438881j)
"[0, 1, 1, 0]",(-0.8366933115021914+3.213283245982174j)
"[1, 0, 1, 1]",(3.121896790455955+0.9621191306065551j)
"[1, 0, 0, 0]",(3.3306807925687973-3.017274638886941j)
"[1, 0, 0, 0]",(2.3692819433372496-2.946425311136708j)
"[0, 1, 1, 0]",(-1.742872596700153+3.5891649684693387j)
"[1, 1, 0, 0]",(1.386218980872879-3.3706012516103874j)
"[1, 0, 0, 1]",(2.481082415573013-0.8233401469355189j)
"[0, 0, 0, 1]",(-3.066606379043094-0.7473848314641188j)
"[0, 0, 0, 0]",(-3.349154923918713-3.219107074797071j)
"[0, 1, 1, 1]",(-0.7374913632374474+1.096105252091468j)
"[1, 1, 1, 1]",(1.030019599541342+0.9403833516901493j)
"[1, 1, 1, 0]",(1.0928446876915072+3.573098005727778j)
"[1, 1, 0, 0]",(0.36703575654981-2.6825542823281605j)
"[1, 0, 1, 1]",(2.46515363515116+1.5849139198374975j)
"[1, 0, 0, 1]",(2.555028679901921-1.109185938475394j)
"[0, 1, 1, 0]",(-1.4285840740281996+3.402273978419965j)
"[1, 1, 1, 1]",(1.1375654216309437+1.3899436533476004j)
"[0, 0, 1, 1]",(-2.6922494031279682+1.037699203784529j)
"[1, 1, 1, 1]",(0.48455708918179374+0.8952849971492043j)
"[0, 0, 0, 1]",(-2.2445696707748346-1.979703020594075j)
"[0, 1, 0, 0]",(-1.1460328152264698-3.4998566694495543j)
"[1, 0, 1, 1]",(2.6971170336713675+1.0530697623582808j)
"[1, 0, 0, 0]",(3.0554851743702-2.114804494024568j)
"[1, 1, 1, 0]",(0.5455667297304274+3.1987504272958045j)
"[0, 0, 0, 0]",(-3.0156637110344264-2.8821141195144615j)
"[1, 1, 0, 0]",(1.1421041928258302-3.3112805378295826j)
"[0, 0, 1, 0]",(-3.236201717831874+2.397757717697188j)
"[1, 0, 1, 1]",(2.4261353623002306+1.5328362228023633j)
"[1, 0, 1, 1]",(2.708267348729236+1.493596102324861j)
"[0, 1, 1, 0]",(-0.938012636434256+3.104514606364778j)
"[1, 0, 1, 0]",(2.8605793993445467+2.316090878406697j)
"[1, 1, 1, 0]",(0.7133110428837433+2.6140638122403397j)
"[1, 1, 1, 1]",(0.46485634702415346+0.34500926148436517j)
"[1, 1, 0, 0]",(0.9791698888987218-2.4964521221790186j)
"[1, 1, 1, 0]",(0.8866434828287636+2.942970979535091j)
"[1, 0, 1, 0]",(3.3879453298567412+2.793319622855081j)
"[1, 1, 1, 1]",(0.4331978078011165+1.194153301059216j)
"[1, 0, 0, 1]",(2.6044556799429173-0.5656363376512655j)
"[1, 1, 0, 1]",(0.8750819121910113-1.3242333411159042j)
"[0, 0, 1, 1]",(-3.520549732971758+0.9565132282041209j)
"[0, 0, 0, 0]",(-3.436595559557464-2.6999849229950383j)
"[0, 1, 1, 1]",(-1.778949318722053+0.9876464458079575j)
"[1, 1, 1, 0]",(1.9757335258115898+2.6535823197823927j)
"[0, 1, 1, 0]",(-0.424352266189442+3.1572176045448903j)
"[1, 0, 1, 1]",(2.69026327107845+1.1218687827297007j)
"[0, 1, 0, 1]",(-1.2810352544557804-0.8400208950854914j)
"[0, 0, 0, 0]",(-3.413703321959378-3.411862205328086j)
"[0, 1, 0, 1]",(-0.6563900967748231-0.9702757838071259j)
"[0, 1, 0, 0]",(-1.5831800800757545-3.0196426334444055j)
"[0, 0, 0, 0]",(-3.000831489113692-2.187626296841052j)
"[0, 1, 0, 0]",(-1.5856247789009945-2.5405135370386174j)
"[1, 1, 0, 1]",(0.41738635753623266-0.8497199110301867j)
"[1, 1, 1, 0]",(1.3356259708278975+2.336544438736582j)
"[0, 1, 1, 1]",(-0.4728107118953341+0.6986071350940953j)
"[1, 1, 1, 0]",(1.478030452703078+2.7674753810968467j)
"[0, 0, 0, 1]",(-3.3901597625397875-0.6586892092341095j)
"[1, 1, 0, 0]",(1.5247248401578455-3.2770370760184155j)
"[1, 1, 1, 1]",(1.1963471974165922+1.6510340915770292j)
"[1, 0, 1, 1]",(2.17413809415205+0.8366214097165846j)
"[1, 1, 0, 1]",(0.8914930251003722-0.39523423817751346j)
"[0, 1, 0, 1]",(-1.1992074126952046-1.1360646570067843j)
"[1, 0, 1, 1]",(3.3158740847726627+1.5141601858826537j)
"[0, 0, 1, 1]",(-3.3172683037504256+1.2325055389810644j)
"[1, 0, 0, 0]",(2.8262516946628446-3.830306536093812j)
"[0, 0, 0, 0]",(-3.270102701274561-3.0269300226146223j)
"[1, 1, 1, 0]",(1.2256705037392306+3.479428343615808j)
"[0, 0, 1, 0]",(-3.0941632967891683+2.6992533118458346j)
"[1, 0, 0, 1]",(3.0368344689689057-1.120624676421631j)
"[0, 0, 1, 1]",(-2.6646811667273282+0.7108794747624773j)
"[0, 1, 1, 0]",(-1.0883856151177507+3.066647331116891j)
"[1, 1, 0, 0]",(1.3367183621164596-2.8355030084390513j)
"[0, 1, 0, 0]",(-0.8550337355767018-2.640300642400725j)
"[1, 1, 0, 0]",(1.298115797945012-2.631029071757103j)
"[1, 0, 0, 0]",(2.7536195454786023-2.6264899414398664j)
"[0, 0, 1, 0]",(-2.65345887100629+2.7562984395160033j)
"[0, 0, 1, 1]",(-2.8044761613492923+1.11555476222746j)
"[1, 1, 0, 0]",(1.0997093683447297-3.2964690417238387j)
"[1, 1, 0, 1]",(1.1093908476194085-0.9147903091028207j)
"[0, 1, 0, 0]",(-1.1962215133437994-2.046253518916538j)
"[0, 1, 0, 1]",(-1.1796763660773375-2.0363115128620706j)
"[0, 0, 0, 1]",(-3.651909070200272-1.2604399776196156j)
"[1, 1, 0, 1]",(1.4795218365528042-0.8702256283020562j)
"[1, 1, 0, 0]",(0.6961846413738264-3.938618499798112j)
"[1, 0, 0, 0]",(3.3264828722870345-3.3773469444301485j)
"[0, 0, 0, 1]",(-1.9223733740162245-1.2158977061858498j)
"[1, 0, 1, 1]",(3.196225368480103+1.5609850574396957j)
"[0, 0, 1, 1]",(-3.7928741495291987+0.993302977653461j)
"[1, 1, 1, 0]",(1.645118875489945+2.3773912334523066j)
"[0, 1, 0, 1]",(-0.4448848814901215-0.9371201674048548j)
"[0, 1, 0, 1]",(-1.1068132770542571-0.8033784978738573j)
"[0, 0, 0, 1]",(-2.7956173367491726-1.17076908893179j)
"[1, 0, 0, 1]",(3.196862411581446-0.6801788261283819j)
"[1, 0, 0, 0]",(3.434068265787954-2.4460498090266536j)
"[0, 0, 1, 0]",(-3.0875872916358755+2.849241662227579j)
"[0, 1, 0, 1]",(-0.9374123573538519-1.3404717264232218j)
"[1, 1, 0, 0]",(0.8369900024453081-2.795393950059942j)
"[1, 1, 1, 0]",(1.557281277235273+2.111741327622825j)
"[0, 0, 1, 1]",(-3.1200808488803244+0.2923595419093443j)
"[0, 1, 0, 0]",(-1.0399198109819237-3.5845072528114716j)
"[1, 1, 0, 0]",(1.0209987293157632-2.803858287882835j)
"[0, 1, 0, 0]",(-0.9629752092693318-2.9903550338173823j)
"[1, 1, 0, 1]",(1.0617930826597084-0.6306216688317359j)
"[1, 0, 1, 1]",(2.4237724973773753+1.013745612614357j)
"[1, 0, 0, 0]",(3.132707929621195-3.0779909295854933j)
"[1, 1, 0, 1]",(1.3201499756857373-1.5879210855519337j)
"[1, 1, 0, 0]",(1.4203401900260748-3.3664345972730874j)
"[0, 0, 1, 0]",(-3.491508417874941+2.9452682983892466j)
"[1, 1, 1, 1]",(1.2627421092592013+0.3808023163336517j)
"[1, 1, 0, 0]",(0.6471896101499277-3.0363289062963372j)
"[1, 1, 0, 1]",(0.27829707752027344-0.4726547962592168j)
"[1, 0, 0, 1]",(3.471209678280642-0.6594483244561773j)
"[0, 0, 0, 0]",(-3.411772240201113-3.4472762559462904j)
"[0, 1, 1, 1]",(-0.2216593076892639+1.1736572283214337j)
"[1, 0, 1, 1]",(2.4064928218788597+1.2111655829803194j)
"[1, 0, 1, 1]",(3.1508526439236872+0.614580827139634j)
"[1, 1, 1, 1]",(0.7155781031268106+1.2651725752792475j)
"[1, 1, 1, 1]",(0.7756383449245938+0.2350867437351204j)
"[1, 0, 1, 1]",(3.213089619707922+1.2596172829444967j)
"[0, 0, 0, 1]",(-2.8321178726042247-0.6740860486781389j)
"[0, 1, 1, 1]",(-0.7799353133943894+1.2860212414017562j)
"[0, 0, 1, 0]",(-2.8379249448337966+3.5479410882726627j)
"[1, 0, 0, 1]",(3.2010717018635986-0.8634699828772721j)
"[0, 1, 1, 0]",(-1.116295711580161+4.013436860785093j)
"[1, 0, 1, 0]",(3.006467533627367+3.7754951838220427j)
"[0, 0, 0, 1]",(-2.4561838688027664-0.6129924081597571j)
"[0, 0, 0, 1]",(-2.942565944835654-1.1468287737899832j)
"[0, 1, 0, 0]",(-1.409202922288906-2.9999330827577473j)
"[1, 1, 1, 0]",(0.8528101943171128+2.996176866096815j)
"[1, 1, 1, 1]",(0.6942247852911426+1.696563998458848j)
"[1, 1, 0, 1]",(1.0376174020765094-0.8048328101199653j)
